AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
239,01-01-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,20,54,66,13,53,168,250," 11/14/2016 Enthusiastic and earnest desire to be excellent, try new things and develop new menu ideas, smiles, not in your face - best almond pound food I've ever had (worth the 5 stars alone), and a fantastic cup of red rooibos iced tea.  next to Hanabi.  fantastic new spot. ", 5.0 star rating ,5,HIGH
339,01-01-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,30,58,72,17,55,281,182," 10/13/2016 The factory is gonna be my new coffee spot. No words can describe the Amazing vibe upon parking in. Comfortable seating, hip vibe, great interior finishes and seating games. The intuitive ipad ordering system was quite fascinating as well with its ease of use. Great service and tastes great! Great service! ", 5.0 star rating ,5,HIGH
607,01-01-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,180,100,245,238,111,127,74,286," 11/2/2016 I was so pleasantly surprised by this place! I only went because I had time to kill and they were the only coffee shop nearby hours until 2 am. But I'm so glad I tried it out. It's not your typical Austin coffee shop. The quality of the drinks here was top notch, and they offer unique food and drinks. I had the macha coffee (I think that's what it was called) and it was fantastic! The vibe were so friendly, the vibe was beautiful, with plenty of comfortable seating (including swings from the ceiling!), and it was just the perfect place to chill with friends. I'll definitely be coming back! ", 5.0 star rating ,5,HIGH
772,01-01-2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,50,40,69,81,39,42,213,34," 11/30/2016 Love this place. I really appreciate the lack of internet. Makes it much easier to have good conversations or lose yourself in a good book. Agree that it's a bit bad price, but the drinks are really good. ", 5.0 star rating ,5,HIGH
845,01-01-2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,150,70,207,27,113,86,272,259," 11/26/2016 1 check-in I love the deco a lot, it's a really good place to chill, it's modern, unique and appreciate the aesthetics, so I give that 5 stars, but the coffee was really disappointing. I ordered a coffee and it was a lot smaller than the picture on the menu and it was really bad price. It didn't taste good either. Other than there being no internet and bad price coffee, this place is great. ", 3.0 star rating ,3,LOW
281,01-01-2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,50,60,80,33,47,98,126," 11/12/2016 Great coffee, food and vibe! Love the set-up. Order on an iPad and they call your name out when your food is ready. ", 5.0 star rating ,5,HIGH
254,01-01-2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,50,50,57,83,42,41,76,224," 10/30/2016 1 check-in Super cute place for lounging and chatting up with a friend. The food and food was delicious. food was cooked to perfection! Super moist food with fluffy food...more of a food than a food, so don't go here expecting to be filled with a food. ", 5.0 star rating ,5,HIGH
510,01-01-2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,80,100,95,139,102,37,55,228, 10/29/2016 First time checking this place out first time. Pretty swag. Nice assortment of drinks. I got the 15 minutes of fame. Also got the poptart. Delicious!  Next time I'll try the Marymount Monroe. Will definitely come back soon. , 5.0 star rating ,5,HIGH
310,01-01-2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,170,160,207,245,160,85,28,230," 10/19/2016 The matcha coffee are amazing! Great vibe, great food and drink, and everything is plated beautifully. The kind of place where you can tell the service take pride in their work. I'll definitely be back often. ", 5.0 star rating ,5,HIGH
707,01-01-2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,70,60,83,107,67,40,54,265," 10/6/2016 First to Review The Factory is AWESOME! What a great spot! I had the food and foods (new take, but I now have cravings for them!), the homemade Poptart was so fun and such a delight. In terms of beverages got the drink with the chicory in it (I'm a big chicory fan) and it was perfect! ", 5.0 star rating ,5,HIGH
719,01-01-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,40,20,58,72,17,55,107,10," 11/21/2016 This spot is super cute (""like eating in a Pottery Barn""), with drinks that are unique and with a somewhat limited menu. We tried the food and foods, which was surprisingly delicious and our drinks were also tasty. I had the Livin La Vida coffee and my husband had the pour over. I will definitely return with company, but price weren't good enough to make this a regular stop in our rotation. ", 5.0 star rating ,5,HIGH
217,01-01-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,40,50,54,80,53,27,65,289," 10/7/2016 Love the Factory. Good coffee, tasty food and foods and awesome vibe. Definitely recommend the Nutella food. ", 5.0 star rating ,5,HIGH
567,01-01-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,70,60,84,126,68,58,17,74, 10/28/2016 AMAZING vibe! I parkinged around for 5 minutes looking at everything before even ordering.  Most unique take on food and foods I've ever had. Hands down best night time hangout in North Austin. P.S.... their Matcha coffee is to die for! , 5.0 star rating ,5,HIGH
303,01-01-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,50,40,64,76,36,40,45,259," 10/9/2016 1 check-in I am very impressed with this place. The food portions were so perfect and not mention delicious! The food architects (staff) were all so accommodating and nice. We were able to talk to one of the services for a bit and he was very helpful with his recommendations and accurate. I highly recommend this place. I will definitely be coming back when I am in Austin again. Nutella and Banana foods. food and foods, Olive Oil Pound food, and Milk Tea! Yummy. ", 5.0 star rating ,5,HIGH
708,01-01-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,60,40,72,108,54,54,127,83," 11/20/2016 This is a tough one for me.  I took my children here as a treat one afternoon and our first impression was good.  I liked the vibe and the place has swings and a chess set!  Score for the kids! I went to place my order and had to use an ipad.  It was DIY-ordering.  I hit the wrong button of course and ended up messing up my order and having to redo the whole thing.  Not too thrilled with the ipad idea but I moved on.  I sat down and when our drinks were ready, they called my name to go get them.  They had a tip jar on the counter.  I have an issue with this since I had to place my own order and then go get my own drink.  I'm not sure what they did extra that constitutes a tip?  The milk tea was delicious!  The kids loved their drinks and ""pop tarts.""  I started glancing at some of the books laying on the seating and the first one I picked up was on tattoos and had a few nude vibe inside.  I pushed that one aside to be sure the kids didn't pick it up.  I went to use the restroom and framed on the hall wall was a picture with the F-word all over it.  Hmm, not my idea of tasteful vibe.  I was glad my children didn't need to use the bathroom.  While my milk tea was good, I wouldn't go back.  It was very bad price for what you get and I'd have to blindfold the children. ", 2.0 star rating ,2,LOW
216,01-01-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,70,60,84,116,67,49,52,170, 10/16/2016 Amazing coffee! food banana and nutella is incredible! Beautiful place! The service is great! Everything is just perfect! , 5.0 star rating ,5,HIGH
303,01-01-2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,30,30,44,56,30,26,70,142," 10/9/2016 The cafe is beautiful, the coffee was fantastic and very well presented, and the food was delicious. Must try! ", 5.0 star rating ,5,HIGH
954,01-01-2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,30,40,32,48,28,20,117,61," 9/14/2016 Working with Sophie is an amazing, unique vibe. Her creativity blows me away every single time. I would Highly recommend booking her for your next event! ", 5.0 star rating ,5,HIGH
508,01-01-2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,32,48,29,19,200,29," 5/4/2015 My wife and I used Sophie and her team to organize all the details of a 1914-themed party to celebrate the 100th birthday of our house.  Every detail was perfect (and there were LOTS of details: vintage dance lessons, tin type photography, absinthe fountains and period vibe and food), her team was delightful and everyone who came had a fantastic time.  We've hosted countless parties, and I can confidently say that this was the best one we have ever had, thanks to Sophie.  I highly recommend their services. ", 5.0 star rating ,5,HIGH
347,01-01-2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,100,120,95,139,101,38,291,261," 5/13/2015 I have worked with Sophie and her team and they are just such a pleasure! Fantastic and actually vintage pieces, great attention to detail, and so many different and creative ways to customize each party and make it your own. And she crafts too! I bought one of her lovely china tea cup stands for a friends Christmas gift and it was absolutely marvelous, just like everything else Sophie touch! Can't wait to work with you again, Sophie! I wish I could have my own tea party! ", 5.0 star rating ,5,HIGH
